Issue key,Primary Issue,Secondary Issue,Repeat,Suggested Response,Actual Response,Assigned to Respond:,Issue id,Mode,Airport,State,Zip,City,Received / Created,Zip Code,Latitude,Longitude,AutoCity,County,CA Region,Status,Response Time (Days),Response Time,Repeat Formula,Closed,Open,Waiting for customer,Open ATO WSC,Open Other,Response Method,NP Week,Date Range
AWP-201900487,NextGen/PBN,,,,,,18057,Email,"LAX, ONT",CA,92549,Idyllwild-Pine Cove,5/12/2019,92549,33.77,-116.75,Idyllwild,Riverside County,SoCal,Addressed,110,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900488,Helicopter,Helicopter,Yes,,,,18058,Phone,HNL,HI,96734,Unknown,4/26/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,221,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,17,4/26/2019 - 5/10/2019
AWP-201900489,Circling airplane,General Aviation,No,,,,18059,Phone,HNL,HI,96813,Honolulu,4/30/2019,96813,21.32,-157.85,Honolulu,Honolulu County,#N/A,Addressed,217,More than 30 days,New Complainant,1,0,0,0,,Letter,17,4/26/2019 - 5/10/2019
AWP-201900490,Low flying / safety,Commercial,No,,,,18060,Phone,KOA,HI,96797,Honolulu,5/6/2019,96797,21.43,-157.97,Waipahu,Honolulu County,#N/A,Addressed,95,More than 30 days,New Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900491,Low flying / safety,,,,,,18061,Phone,MCC,CA,95678,Roseville,5/7/2019,95678,38.76,-121.29,Roseville,Placer County,NorCal,Addressed,255,More than 30 days,New Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900492,Low flying / safety,,,,,,18062,Phone,MCC,AS,95678,Roseville,5/6/2019,95678,38.76,-121.29,Roseville,Placer County,NorCal,Addressed,211,More than 30 days,New Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900493,NextGen/PBN,,No,,,,18063,Phone,Unknown,CA,92859,Unknown,3/8/2019,92859,33.79,-117.81,Orange,Orange County,SoCal,Addressed,314,More than 30 days,New Complainant,1,0,0,0,,Letter,9,3/2/2019 - 3/15/2019
AWP-201900494,UAS - Drones,,Yes,,,,18064,Phone,CNO,CA,92860,Norco,4/25/2019,92860,33.93,-117.55,Norco,Riverside County,SoCal,Addressed,237,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,16,4/12/2019 - 4/25/2019
AWP-201900495,NextGen/PBN,,,,,,18065,Email,LAX,CA,92314,Big Bear City,5/15/2019,92314,34.26,-116.81,Big Bear City,San Bernadino County,SoCal,Addressed,105,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900496,Helicopter,,No,,,,18066,Phone,WHP,CA,91390,Agua Dulce,4/30/2019,91390,34.47,-118.54,Santa Clarita,Los Angeles County,SoCal,Addressed,273,More than 30 days,New Complainant,1,0,0,0,,Letter,17,4/26/2019 - 5/10/2019
AWP-201900497,Circling airplane,,,,,,18067,Phone,PHX,AZ,85254,Scottsdale,5/8/2019,85254,33.62,-111.95,Scottsdale,Maricopa County,#N/A,Addressed,209,More than 30 days,New Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900498,Early morning/late night flights,,,,,,18068,Email,"BUR, VNY",CA,91604,Studio City,4/29/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,39,More than 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900499,Helicopter,,,,,,18069,Phone,PSP,CA,92268,Pioneer Town,5/2/2019,92268,34.22,-116.56,Pioneertown,San Bernadino County,SoCal,Addressed,259,More than 30 days,New Complainant,1,0,0,0,,Letter,17,4/26/2019 - 5/10/2019
AWP-201900500,Aircraft Noise,,,,,,18070,Email,PSP,CA,92314,Big Bear City,5/12/2019,92314,34.26,-116.81,Big Bear City,San Bernadino County,SoCal,Addressed,205,More than 30 days,New Complainant,1,0,0,0,,Letter,19,5/11/2019 - 5/24/2019
AWP-201900501,UAS - Drones,,Yes,,,,18071,Phone,CNO,CA,92860,Norco,4/25/2019,92860,33.93,-117.55,Norco,Riverside County,SoCal,Addressed,237,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,16,4/12/2019 - 4/25/2019
AWP-201900502,Low flying / safety,,,,,,18072,Email,BUR,CA,90077,Los Angeles,5/12/2019,90077,34.11,-118.46,Los Angeles,Los Angeles County,SoCal,Addressed,5,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900503,Helicopter,,,,,,18084,Email,TKF,CA,96148,Tahoe Vista,4/29/2019,96148,39.25,-120.06,Tahoe Vista,Placer County,NorCal,Addressed,218,More than 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900504,Helicopter,,,,,,18085,Email,SJC,CA,95111,"San Jose,",5/8/2019,95111,37.28,-121.83,San Jose,Santa Clara County,NorCal,Addressed,209,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900505,Aircraft Noise,,,,,,18086,Email,LAX,CA,90266,Manhattan Beach,5/3/2019,90266,33.89,-118.40,Manhattan Beach,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900506,Aircraft Noise,,,,,,18087,Phone,SNA,CA,92869,Orange,5/9/2019,92869,33.81,-117.79,Orange,Orange County,SoCal,Addressed,253,More than 30 days,New Complainant,1,0,0,0,,Letter,18,4/26/2019 - 5/10/2019
AWP-201900507,Helicopter,Helicopter,Yes,,,,18088,Phone,HNL,HI,96734,Kailua,4/30/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,267,More than 30 days,Repeat Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900508,Low flying / safety,,Yes,,,,18089,Phone,POC,CA,91773,San Dimas,4/25/2019,91773,34.11,-117.81,San Dimas,Los Angeles County,SoCal,Addressed,266,More than 30 days,Repeat Complainant,1,0,0,0,,Email,16,4/12/2019 - 4/25/2019
AWP-201900510,Low flying / safety,,,,,,18093,Email,BUR,CA,91423,Studio City,5/10/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,7,Less than 15 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900511,Low flying / safety,,,,,,18094,Email,VNY,CA,91423,Studio City,5/11/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900512,NextGen/PBN,,,,,,18095,Email,"BUR, VNY",CA,91423,Studio City,5/14/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,3,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900513,NextGen/PBN,,,,,,18096,Email,BUR,CA,91423,Studio City,5/15/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,2,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900514,NextGen/PBN,,,,,,18097,Email,"BUR, VNY",CA,91423,Studio City,5/15/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900515,Low flying / safety,,,,,,18099,Email,"BUR, VNY",CA,91423,Studio City,5/15/2020,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,-360,Less than 15 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-201900516,NextGen/PBN,,,,,,18101,Email,"BUR, VNY",CA,91423,Studio City,5/15/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900517,NextGen/PBN,,,,,,18102,Email,"BUR, VNY",CA,91423,Sherman Oaks,5/15/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900518,NextGen/PBN,,,,,,18103,Email,"BUR, VNY",CA,91423,Sherman Oaks,5/15/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900519,NextGen/PBN,,,,,,18104,Email,"BUR, VNY",CA,91604,Studio City,5/15/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,132,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900520,NextGen/PBN,,No,,,,18105,Email,LAX,CA,90266,Manhattan Beach,5/4/2019,90266,33.89,-118.40,Manhattan Beach,Los Angeles County,SoCal,Addressed,258,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900521,NextGen/PBN,,No,,,,18106,Email,LAX,CA,90250,Hawthorne,5/4/2019,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,258,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900522,Aircraft Noise,,No,,,,18107,Email,LAS,NV,89120,Las Vegas,5/5/2019,89120,36.08,-115.10,Las Vegas,Clark County,#N/A,Addressed,257,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900523,Aircraft Noise,,,,,,18108,Email,LAX,CA,90047,Los Angeles,5/7/2019,90047,33.95,-118.31,Los Angeles,Los Angeles County,SoCal,Addressed,168,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900524,NextGen/PBN,,,,,,18109,Email,X,AZ,85032,Phoenix,5/7/2019,85032,33.63,-112.00,Phoenix,Maricopa County,#N/A,Addressed,198,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900525,NextGen/PBN,,,,,,18110,Email,NUQ,CA,94087,Sunnyvale,5/8/2019,94087,37.35,-122.04,Sunnyvale,Santa Clara County,NorCal,Addressed,163,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900526,NextGen/PBN,,,,,,18111,Email,SAN,CA,92106,San Diego,5/10/2019,92106,32.71,-117.24,San Diego,San Diego County,SoCal,Addressed,201,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900527,Aircraft Noise,,,,,,18112,Email,L35,CA,92314,Big Bear City,5/10/2019,92314,34.26,-116.81,Big Bear City,San Bernadino County,SoCal,Addressed,110,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900528,Circling airplane,,,,,,18202,Phone,SNA,CA,92629,Dana Point,5/17/2019,92629,33.48,-117.71,Dana Point,Orange County,SoCal,Addressed,200,More than 30 days,New Complainant,1,0,0,0,,Letter,19,5/11/2019 - 5/24/2019
AWP-201900529,Aircraft Noise,,,,,,18204,Phone,"VNY, BUR",CA,91316,Encino,5/17/2019,91316,34.16,-118.52,Encino,Los Angeles County,SoCal,Addressed,200,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900530,Aircraft Noise,General Aviation,,,,,18206,Phone,HNL,HI,96701,Aiea,5/18/2019,96701,21.41,-157.88,Aiea,Honolulu County,#N/A,Addressed,199,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900531,NextGen/PBN,,,,,,18209,Email,BUR,CA,91604,Studio City,1/25/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900532,NextGen/PBN,,,,,,18210,Email,BUR,CA,91403,Sherman Oak,1/25/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900533,NextGen/PBN,,,,,,18211,Email,BUR,CA,90210,Beverly Hills,2/3/2019,90210,34.10,-118.41,Beverly Hills,Los Angeles County,SoCal,Addressed,107,More than 30 days,New Complainant,1,0,0,0,,Email,5,2/2/2019 - 2/15/2019
AWP-201900534,NextGen/PBN,,,,,,18212,Email,BUR,CA,91423,Sherman Oaks,1/26/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,115,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900535,NextGen/PBN,,,,,,18214,Email,BUR,CA,91423,Sherman Oaks,1/26/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,171,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900536,NextGen/PBN,,,,,,18215,Email,BUR,CA,91405,Van Nuys,1/26/2019,91405,34.20,-118.45,Van Nuys,Los Angeles County,SoCal,Addressed,115,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900537,Aircraft Noise,,,,,,18217,Email,BUR,CA,91604,Studio CIty,1/25/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900538,NextGen/PBN,,,,,,18218,Email,BUR,CA,90007,Los Angeles,1/25/2019,90007,34.03,-118.28,Los Angeles,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900539,NextGen/PBN,,,,,,18219,Email,BUR,CA,91423,Studio City,1/25/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900540,NextGen/PBN,,,,,,18220,Email,BUR,CA,91423,Sherman Oaks,1/28/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,113,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900541,NextGen/PBN,,,,,,18222,Email,BUR,CA,91423,Sherman Oaks,1/27/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,114,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900542,Low flying / safety,,,,,,18223,Email,BUR,CA,91423,Sherman Oaks,1/28/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,166,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900543,Aircraft Noise,,,,,,18224,Email,BUR,CA,91604,Studio City,1/28/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,113,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900544,NextGen/PBN,,,,,,18225,Email,BUR,CA,91423,Sherman Oaks,1/27/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,114,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900545,NextGen/PBN,,,,,,18226,Email,BUR,CA,91423,Sherman Oaks,1/27/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,114,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900546,NextGen/PBN,,,,,,18227,Email,BUR,CA,91423,Studio City,1/26/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,115,More than 30 days,New Complainant,1,0,0,0,,Email,4,1/19/2019 - 2/1/2019
AWP-201900547,NextGen/PBN,,,,,,18228,Email,BUR,CA,91423,Sherman Oaks,1/25/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900548,NextGen/PBN,,,,,,18229,Email,BUR,CA,91423,Studio City,1/25/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,116,More than 30 days,New Complainant,1,0,0,0,,Email,3,1/19/2019 - 2/1/2019
AWP-201900549,NextGen/PBN,,,,,,18230,Email,BUR,CA,90077,Los Angeles,4/29/2019,90077,34.11,-118.46,Los Angeles,Los Angeles County,SoCal,Addressed,78,More than 30 days,New Complainant,1,0,0,0,,Email,17,4/26/2019 - 5/10/2019
AWP-201900550,Helicopter,Helicopter,No,,,,18232,Email,HNL,HI,96707,Kapolei,5/20/2019,96707,21.36,-158.08,Kapolei,Honolulu County,#N/A,Addressed,248,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900551,Aircraft Noise,General Aviation,Yes,,,,18286,Email,HNL,HI,96701,Aiea,5/11/2019,96701,21.41,-157.88,Aiea,Honolulu County,#N/A,Addressed,265,More than 30 days,Repeat Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900552,Aircraft Noise,Commercial,No,,,,18287,Email,KOA,HI,96740,Kailua,5/19/2019,96740,19.76,-155.92,Kailua Kona,Hawaii County,#N/A,Addressed,187,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900553,Aircraft Noise,,,,,,18288,Email,LAS,NV,89120,Paradise,5/12/2019,89120,36.08,-115.10,Las Vegas,Clark County,#N/A,Addressed,177,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900554,Aerobatic Practices,ATO WSC,Yes,,,,18289,Email,36AZ,AZ,85132,Florence,5/12/2019,85132,32.93,-111.21,Florence,Pinal County,#N/A,Addressed,269,More than 30 days,Repeat Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900555,NextGen/PBN,,,,,,18290,Email,PHX,AZ,85339,Laveen,5/12/2019,85339,33.24,-112.16,Laveen,Maricopa County,#N/A,Addressed,163,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900556,Military,,,,,,18291,Email,IWA,AZ,85142,Queen Creek,5/14/2019,85142,33.20,-111.64,0,Maricopa County,#N/A,Addressed,218,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900557,Military,,Yes,,,,18292,Email,PHX,AZ,85281,Tempe,5/15/2019,85281,33.43,-111.93,Tempe,Maricopa County,#N/A,Addressed,253,More than 30 days,Repeat Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900558,Low flying / safety,,,,,,18293,Email,FLG,AZ,86005,Flagstaff,5/17/2019,86005,35.10,-111.70,Flagstaff,Coconino County,#N/A,Addressed,158,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900559,NextGen/PBN,,,,,,18294,Email,SDL,AZ,85255,scottsdale,5/18/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,80,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900560,,,,,,,18295,Email,SDL,AZ,85255,Scottsdale,5/18/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,69,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900561,Aircraft Noise,,,,,,18296,Email,SDL,AZ,85260,Scottsdale,5/18/2019,85260,33.61,-111.89,Scottsdale,Maricopa County,#N/A,Addressed,77,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900562,Aircraft Noise,,,,,,18297,Email,SDL,AZ,85255,Scottsdale,5/18/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,80,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900563,NextGen/PBN,,,,,,18298,Email,SDL,AZ,85255,Scottsdale,5/19/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,80,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900564,NextGen/PBN,,,,,,18299,Email,X,AZ,85255,Scottsdale,5/19/2019,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,89,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900565,NextGen/PBN,,,,,,18300,Email,R,CA,91601,Hollywood,5/13/2019,91601,34.17,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,263,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900566,NextGen/PBN,,,,,,18301,Email,LAX,CA,90242,Downey,5/16/2019,90242,33.92,-118.14,Downey,Los Angeles County,SoCal,Addressed,252,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900567,Circling airplane,,,,,,18302,Email,SNA,CA,92629,Dana Point,5/18/2019,92629,33.48,-117.71,Dana Point,Orange County,SoCal,Addressed,199,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900568,Circling airplane,,No,,,,18303,Email,SNA,CA,92694,Mision Viejo,5/17/2019,92694,33.55,-117.62,Ladera Ranch,Orange County,SoCal,Addressed,251,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900569,Aircraft Noise,,No,,,,18304,Email,SNA,CA,92649,Huntington Beach,5/11/2019,92649,33.73,-118.05,Huntington Beach,Orange County,SoCal,Addressed,257,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900570,Aircraft Noise,,,,,,18305,Email,LAX,CA,90266,Manhattan Beach,5/7/2019,90266,33.89,-118.40,Manhattan Beach,Los Angeles County,SoCal,Addressed,184,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900571,Circling airplane,,No,,,,18306,Email,LAX,CA,92071,Santee,5/16/2019,92071,32.85,-116.99,Santee,San Diego County,SoCal,Addressed,252,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900572,Flight school training,,No,,,,18307,Email,SEE,CA,92040,Lakeside,5/10/2019,92040,32.91,-116.89,Lakeside,San Diego County,SoCal,Addressed,263,More than 30 days,New Complainant,1,0,0,0,,Email,18,4/26/2019 - 5/10/2019
AWP-201900573,Early morning/late night flights,Contraops response,No,,,,18308,Email,ONT,CA,91768,Pomona,5/16/2019,91768,34.06,-117.79,Pomona,Los Angeles County,SoCal,Addressed,257,More than 30 days,New Complainant,1,0,0,0,,Email,19,5/11/2019 - 5/24/2019
AWP-201900574,Aircraft Noise,,,,,,18309,Email,VNY,CA,91403,Sherman Oaks,5/19/2019,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,15,15 - 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900575,NextGen/PBN,,,,,,18310,Email,SAN,CA,92037,LA Jolla,5/19/2018,92037,32.86,-117.25,La Jolla,San Diego County,SoCal,Addressed,521,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900576,Military,,Yes,,,,18311,Email,MCC,CA,95747,Roseville,5/19/2019,95747,38.78,-121.37,Roseville,Placer County,NorCal,Addressed,255,More than 30 days,Repeat Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900577,NextGen/PBN,,,,,,18312,Email,R,CA,91423,Sherman Oaks,5/19/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,55,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900578,Helicopter,,No,,,,18318,Phone,SBD,CA,92373,Redlands,5/21/2019,92373,34.01,-117.16,Redlands,San Bernadino County,SoCal,Addressed,253,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900579,Helicopter,Helicopter,Yes,,,,18319,Phone,HNL,HI,96734,Kauai Luau,5/20/2019,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,197,More than 30 days,Repeat Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900580,Specialized Operations,,,,,,18320,Phone,QQQ,CA,95961,Olivehurst,5/20/2019,95961,39.04,-121.56,Olivehurst,Yuba County,NorCal,Addressed,197,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900581,Low flying / safety,,,,,,18321,Phone,FAT,CA,93619,Clovis,5/21/2019,93619,36.92,-119.59,Clovis,Fresno County,NorCal,Addressed,196,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900582,NextGen/PBN,,,,,,18322,Phone,SBA,CA,93101,Santa Barbara,5/21/2019,93101,34.42,-119.71,Santa Barbra,Santa Barbra County,SoCal,Addressed,170,More than 30 days,New Complainant,1,0,0,0,,Letter,20,5/11/2019 - 5/24/2019
AWP-201900583,NextGen/PBN,Big Bear,Yes,"AWP-201900119, AWP-201900666, AWP-201900926",,,18327,Email,PSP,CA,92260,Palm Desert,5/20/2019,92260,33.71,-116.40,Palm Desert,Riverside County,SoCal,Addressed,254,More than 30 days,Repeat Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900584,NextGen/PBN,,No,,,,18329,Email,BUR,CA,91602,Toluca Lake,5/25/2019,91602,34.15,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,258,More than 30 days,New Complainant,1,0,0,0,,Letter,21,5/25/2019 - 6/7/2019
AWP-201900585,NextGen/PBN,,,,,,18330,Email,BUR,CA,91505,Burbank,5/24/2019,91505,34.17,-118.35,Burbank,Los Angeles County,SoCal,Addressed,53,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900586,NextGen/PBN,,,,,,18331,Email,"R, VNY",CA,91604,Studio City,5/24/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,62,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900587,NextGen/PBN,,,,,,18332,Email,BUR,CA,91604,Studio City,5/24/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,53,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900588,NextGen/PBN,,,,,,18333,Email,BUR,CA,91604,Studio City,5/18/2019,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,59,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
AWP-201900589,NextGen/PBN,,,,,,18334,Email,BUR,CA,91423,Sherman Oaks,5/18/2019,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,114,More than 30 days,New Complainant,1,0,0,0,,Email,20,5/11/2019 - 5/24/2019
